SpellID,name,castingtime,CastOnYou,CastOnOther,Expired,classes,desc1,desc2,manacost,recasttime,resist
15058,Ravenscale Rk. III,6,Your skin takes on an obsidian hardness.,'s skin takes on an obsidian hardness.,Your skin loses its obsidian hardness.,RNG/79,Increase AC by 53 ,Increase Max Hitpoints by 945 ,845,1.5,Unresistable
15059,Protection of the Kirkoten,6,You are protected by the Kirkoten., is protected by the Kirkoten.,The protection of the Kirkoten fades.,RNG/80,Increase Damage Shield by 62 ,Increase ATK by 228 ,602,1.5,Unresistable
15060,Protection of the Kirkoten Rk. II,6,You are protected by the Kirkoten., is protected by the Kirkoten.,The protection of the Kirkoten fades.,RNG/80,Increase Damage Shield by 70 ,Increase ATK by 260 ,687,1.5,Unresistable
15061,Protection of the Kirkoten Rk. III,6,You are protected by the Kirkoten., is protected by the Kirkoten.,The protection of the Kirkoten fades.,RNG/80,Increase Damage Shield by 76 ,Increase ATK by 277 ,732,1.5,Unresistable
15062,Deafening Blades,3.5,Your weapons crackle with electrical energy.,'s weapons crackle with electrical energy.,The electrical energy fades from your weapons.,RNG/80,Add Proc: Deafening Blades Strike ,,401,1.5,Unresistable
15063,Deafening Blades Rk. II,3.5,Your weapons crackle with electrical energy.,'s weapons crackle with electrical energy.,The electrical energy fades from your weapons.,RNG/80,Add Proc: Deafening Blades Strike Rk. II ,,458,1.5,Unresistable
15064,Deafening Blades Rk. III,3.5,Your weapons crackle with electrical energy.,'s weapons crackle with electrical energy.,The electrical energy fades from your weapons.,RNG/80,Add Proc: Deafening Blades Strike Rk. III ,,488,1.5,Unresistable
15068,Eyes of the Peregrine,3,Your perception approaches perfection., sees through the eyes of the owl.,Your perception returns to normal.,RNG/79,Increase Chance to Hit  by 45%  with Archery,Increase Magnification by 115% ,201,1.5,Unresistable
15069,Eyes of the Peregrine Rk. II,3,Your perception approaches perfection., sees through the eyes of the owl.,Your perception returns to normal.,RNG/79,Increase Chance to Hit  by 45%  with Archery,Increase Magnification by 115% ,229,1.5,Unresistable
15070,Eyes of the Peregrine Rk. III,3,Your perception approaches perfection., sees through the eyes of the owl.,Your perception returns to normal.,RNG/79,Increase Chance to Hit  by 45%  with Archery,Increase Magnification by 115% ,244,1.5,Unresistable
15076,Cloak of Scales,3.5,You are wrapped in a guard of scales., is wrapped in a guard of scales.,The guard of scales fades.,RNG/77,,Increase Damage Shield by 18 ,261,1.5,Unresistable
15077,Cloak of Scales Rk. II,3.5,You are wrapped in a guard of scales., is wrapped in a guard of scales.,The guard of scales fades.,RNG/77,,Increase Damage Shield by 20 ,298,1.5,Unresistable
15078,Cloak of Scales Rk. III,3.5,You are wrapped in a guard of scales., is wrapped in a guard of scales.,The guard of scales fades.,RNG/77,,Increase Damage Shield by 22 ,317,1.5,Unresistable
15079,Skylight Sagacity,3,Your perception approaches perfection., sees through the eyes of the owl.,Your perception returns to normal.,RNG/76,,,180,60,Unresistable
15080,Skylight Sagacity Rk. II,3,Your perception approaches perfection., sees through the eyes of the owl.,Your perception returns to normal.,RNG/76,,,188,60,Unresistable
15081,Skylight Sagacity Rk. III,3,Your perception approaches perfection., sees through the eyes of the owl.,Your perception returns to normal.,RNG/76,,,195,60,Unresistable
15082,Deadfall,3.5,An arrow pierces your vitals., is pierced by a hunter's heartshot.,,RNG/78,Decrease Hitpoints by 5901.,,2549,30,Physical
15083,Deadfall Rk. II,3.5,An arrow pierces your vitals., is pierced by a hunter's heartshot.,,RNG/78,Decrease Hitpoints by 6706.,,2793,30,Physical
15084,Deadfall Rk. III,3.5,An arrow pierces your vitals., is pierced by a hunter's heartshot.,,RNG/78,Decrease Hitpoints by 7245.,,2945,30,Physical
15085,Jolting Strikes,3.5,Your weapons buzz with a magical aura.,'s weapons buzz with a magical aura.,The magical aura fades.,RNG/77,Add Proc: Jolting Strikes Strike ,,120,5,Unresistable
15086,Jolting Strikes Rk. II,3.5,Your weapons buzz with a magical aura.,'s weapons buzz with a magical aura.,The magical aura fades.,RNG/77,Add Proc: Jolting Strikes Strike ,,120,5,Unresistable
15087,Jolting Strikes Rk. III,3.5,Your weapons buzz with a magical aura.,'s weapons buzz with a magical aura.,The magical aura fades.,RNG/77,Add Proc: Jolting Strikes Strike ,,120,5,Unresistable
15091,Aimshot Discipline,0,Your bow crackles with natural energy.,'s bow crackles with natural energy.,The natural energy fades from your bow.,RNG/80,Increase Archery  Skill Check  by 14% ,Increase Archery  Damage Modifier  by 123% ,0,4050,Unresistable
15092,Aimshot Discipline Rk. II,0,Your bow crackles with natural energy.,'s bow crackles with natural energy.,The natural energy fades from your bow.,RNG/80,Increase Archery  Skill Check  by 15% ,Increase Archery  Damage Modifier  by 129% ,0,4050,Unresistable
15093,Aimshot Discipline Rk. III,0,Your bow crackles with natural energy.,'s bow crackles with natural energy.,The natural energy fades from your bow.,RNG/80,Increase Archery  Skill Check  by 15% ,Increase Archery  Damage Modifier  by 135% ,0,4050,Unresistable
15094,Arc of Arrows,3,Glowing arrows tear through you., is struck by a hail of arrows.,,RNG/79,Archery Attack for 86 with 10000% Accuracy Mod,Archery Attack for 86 with 10000% Accuracy Mod,491,12,Unresistable
15095,Arc of Arrows Rk. II,3,Glowing arrows tear through you., is struck by a hail of arrows.,,RNG/79,Archery Attack for 98 with 10000% Accuracy Mod,Archery Attack for 98 with 10000% Accuracy Mod,559,12,Unresistable
15096,Arc of Arrows Rk. III,3,Glowing arrows tear through you., is struck by a hail of arrows.,,RNG/79,Archery Attack for 106 with 10000% Accuracy Mod,Archery Attack for 106 with 10000% Accuracy Mod,604,12,Unresistable
15097,Blinding Flare,0,A blinding flash causes you to lose track of your opponent., is momentarily blinded.,You regain your bearings.,ROG/76,,,0,30,Poison
15098,Blinding Flare Rk. II,0,A blinding flash causes you to lose track of your opponent., is momentarily blinded.,You regain your bearings.,ROG/76,,,0,30,Poison
15099,Blinding Flare Rk. III,0,A blinding flash causes you to lose track of your opponent., is momentarily blinded.,You regain your bearings.,ROG/76,,,0,30,Poison
15103,Docent of Toxicity,1.5,,,,ROG/78,100% Chance to trigger: Docent of Toxicity Effect,,0,600,Unresistable
15104,Docent of Toxicity Rk. II,1.5,,,,ROG/78,100% Chance to trigger: Docent of Toxicity Effect Rk. II,,0,600,Unresistable
15105,Docent of Toxicity Rk. III,1.5,,,,ROG/78,100% Chance to trigger: Docent of Toxicity Effect Rk. III,,0,600,Unresistable
15115,Pinpoint Weaknesses,0,Your vulnerable vitals have been indicated., has had their vulnerabilities pinpointed.,You shield your vulnerabilities again.,ROG/79,,,0,120,Physical
15116,Pinpoint Weaknesses Rk. II,0,Your vulnerable vitals have been indicated., has had their vulnerabilities pinpointed.,You shield your vulnerabilities again.,ROG/79,,,0,120,Physical
15117,Pinpoint Weaknesses Rk. III,0,Your vulnerable vitals have been indicated., has had their vulnerabilities pinpointed.,You shield your vulnerabilities again.,ROG/79,,,0,120,Physical
15118,Waylay,0,A focused blow leaves you stunned., is stunned by a focused blow.,,ROG/76,Stun (5.00 sec/80),,0,30,Physical
15119,Waylay Rk. II,0,A focused blow leaves you stunned., is stunned by a focused blow.,,ROG/76,Stun (5.00 sec/80),,0,30,Physical
15120,Waylay Rk. III,0,A focused blow leaves you stunned., is stunned by a focused blow.,,ROG/76,Stun (5.00 sec/80),,0,30,Physical
15121,Jugular Slash,0,You are cut by a bloodletting slice., is cut by a bloodletting slice.,The bleeding stops.,ROG/77,Decrease Hitpoints by 845 per tick. Max: 845 per tick,,0,30,Physical
15122,Jugular Slash Rk. II,0,You are cut by a bloodletting slice., is cut by a bloodletting slice.,The bleeding stops.,ROG/77,Decrease Hitpoints by 960 per tick. Max: 960 per tick,,0,30,Physical
15123,Jugular Slash Rk. III,0,You are cut by a bloodletting slice., is cut by a bloodletting slice.,The bleeding stops.,ROG/77,Decrease Hitpoints by 1037 per tick. Max: 1037 per tick,,0,30,Physical
15127,Fadelure,0.25,You set a smoke screen trap.,,,ROG/80,Persistent Effect: Fadelure Effect [15130],,0,30,Unresistable
15128,Fadelure Rk. II,0.25,You set a smoke screen trap.,,,ROG/80,Persistent Effect: Fadelure Effect Rk. II [15131],,0,30,Unresistable
15129,Fadelure Rk. III,0.25,You set a smoke screen trap.,,,ROG/80,Persistent Effect: Fadelure Effect Rk. III [15132],,0,30,Unresistable
15133,Swiftblade,0,You take careful aim., takes careful aim at their target.,,ROG/80,Increase Chance to Hit  by 10000%  with Backstab,Increase Chance to Critical Hit by 322%  with Backstab,0,30,Unresistable
15134,Swiftblade Rk. II,0,You take careful aim., takes careful aim at their target.,,ROG/80,Increase Chance to Hit  by 10000%  with Backstab,Increase Chance to Critical Hit by 338%  with Backstab,0,30,Unresistable
15135,Swiftblade Rk. III,0,You take careful aim., takes careful aim at their target.,,ROG/80,Increase Chance to Hit  by 10000%  with Backstab,Increase Chance to Critical Hit by 355%  with Backstab,0,30,Unresistable
15136,Touch of the Soulbleeder,3,A piece of your spirit is torn from your body., looks pale.,,SHD/80,Decrease Hitpoints by 1072.,,497,10,Magic
15137,Touch of the Soulbleeder Rk. II,3,A piece of your spirit is torn from your body., looks pale.,,SHD/80,Decrease Hitpoints by 1218.,,544,10,Magic
15138,Touch of the Soulbleeder Rk. III,3,A piece of your spirit is torn from your body., looks pale.,,SHD/80,Decrease Hitpoints by 1316.,,574,10,Magic
15139,Gift of the Soulbleeder,0,Your body shivers with dark energy.,'s body shivers with dark energy.,The gift of the Soulbleeder fades.,SHD/80,,Increase Agro Multiplier by 20% ,0,0,Unresistable
15140,Gift of the Soulbleeder II,0,Your body shivers with dark energy.,'s body shivers with dark energy.,The gift of the Soulbleeder fades.,SHD/80,,Increase Agro Multiplier by 20% ,0,0,Unresistable
15141,Gift of the Soulbleeder III,0,Your body shivers with dark energy.,'s body shivers with dark energy.,The gift of the Soulbleeder fades.,SHD/80,,Increase Agro Multiplier by 20% ,0,0,Unresistable
15142,Bond of the Blackwater,0,The bond of the Blackwater envelops your body.,'s body is enveloped in the bond of the Blackwater.,The bond of the Blackwater fades.,SHD/76,,,553,10,Magic
15143,Bond of the Blackwater Rk. II,0,The bond of the Blackwater envelops your body.,'s body is enveloped in the bond of the Blackwater.,The bond of the Blackwater fades.,SHD/76,,,603,10,Magic
15144,Bond of the Blackwater Rk. III,0,The bond of the Blackwater envelops your body.,'s body is enveloped in the bond of the Blackwater.,The bond of the Blackwater fades.,SHD/76,,,637,10,Magic
15148,Blackwater Bite,1.5,The shadow of the Blackwater bites at your soul., twitches as a shadow passes through them.,,SHD/76,,,344,60,Disease
15149,Blackwater Bite Rk. II,1.5,The shadow of the Blackwater bites at your soul., twitches as a shadow passes through them.,,SHD/76,,,377,60,Disease
15150,Blackwater Bite Rk. III,1.5,The shadow of the Blackwater bites at your soul., twitches as a shadow passes through them.,,SHD/76,,,397,60,Disease
15154,Shroud of the Gloomborn,3,Your body is covered in slithering shadows.,'s body is covered in slithering shadows.,The slithering shadows fade.,SHD/77,Add Proc: Shroud of the Gloomborn Strike ,,752,1.5,Unresistable
15155,Shroud of the Gloomborn Rk. II,3,Your body is covered in slithering shadows.,'s body is covered in slithering shadows.,The slithering shadows fade.,SHD/77,Add Proc: Shroud of the Gloomborn Strike ,,858,1.5,Unresistable
15156,Shroud of the Gloomborn Rk. III,3,Your body is covered in slithering shadows.,'s body is covered in slithering shadows.,The slithering shadows fade.,SHD/77,Add Proc: Shroud of the Gloomborn Strike ,,914,1.5,Unresistable
15160,Terror of the Soulbleeder,0,Your mind turns to thoughts of the Soulbleeder., is consumed by thoughts of the Soulbleeder.,,SHD/76,Increase Hate by 1 ,,60,6,Unresistable
15161,Terror of the Soulbleeder Rk. II,0,Your mind turns to thoughts of the Soulbleeder., is consumed by thoughts of the Soulbleeder.,,SHD/76,Increase Hate by 1 ,,60,6,Unresistable
15162,Terror of the Soulbleeder Rk. III,0,Your mind turns to thoughts of the Soulbleeder., is consumed by thoughts of the Soulbleeder.,,SHD/76,Increase Hate by 1 ,,60,6,Unresistable
15163,Trial for Power,0.5,You have been challenged for power!, has been challenged.,,SHD/77,Increase Hate by 742 ,Increase Hate by 742 ,125,3.5,Magic
15164,Trial for Power Rk. II,0.5,You have been challenged for power!, has been challenged.,,SHD/77,Increase Hate by 845 ,Increase Hate by 845 ,125,3.5,Magic
15165,Trial for Power Rk. III,0.5,You have been challenged for power!, has been challenged.,,SHD/77,Increase Hate by 901 ,Increase Hate by 901 ,125,3.5,Magic
15169,Blood of the Blackwater,0,Blackwater blood burns your veins.,'s blood burns.,Your blood cools.,SHD/77,Decrease Hitpoints by 159 per tick. Max: 319 per tick,,561,1.5,Poison
15170,Blood of the Blackwater Rk. II,0,Blackwater blood burns your veins.,'s blood burns.,Your blood cools.,SHD/77,Decrease Hitpoints by 203 per tick. Max: 363 per tick,,615,1.5,Poison
15171,Blood of the Blackwater Rk. III,0,Blackwater blood burns your veins.,'s blood burns.,Your blood cools.,SHD/77,Decrease Hitpoints by 232 per tick. Max: 392 per tick,,649,1.5,Poison
15172,Maladroit Minion,6,, animates a shambling minion.,,SHD/78,Summon Skeleton Pet: PCPetShdS16L078Skel2CharRk1,,612,1.5,Poison
15173,Maladroit Minion Rk. II,6,, animates a shambling minion.,,SHD/78,Summon Skeleton Pet: PCPetShdS16L078Skel2CharRk2,,612,1.5,Poison
15174,Maladroit Minion Rk. III,6,, animates a shambling minion.,,SHD/78,Summon Skeleton Pet: PCPetShdS16L078Skel2CharRk3,,612,1.5,Poison
15175,Expatiate Death,6.5,,'s body is covered in slithering runes.,,SHD/78,,Increase All Skills  Damage Modifier  by 5% ,1000,1.5,Unresistable
15176,Expatiate Death Rk. II,6.5,,'s body is covered in slithering runes.,,SHD/78,,Increase All Skills  Damage Modifier  by 6% ,1000,1.5,Unresistable
15177,Expatiate Death Rk. III,6.5,,'s body is covered in slithering runes.,,SHD/78,,Increase All Skills  Damage Modifier  by 7% ,1000,1.5,Unresistable
15178,Grim Covenant,3,Your body begins to decay.,'s body begins to decay.,Your body stops decaying.,SHD/78,Add Effect: Mottled Skeletal Form,Increase Mana by 20 per tick,5,6,Unresistable
15179,Grim Covenant Rk. II,3,Your body begins to decay.,'s body begins to decay.,Your body stops decaying.,SHD/78,Add Effect: Mottled Skeletal Form,Increase Mana by 23 per tick,5,6,Unresistable
15180,Grim Covenant Rk. III,3,Your body begins to decay.,'s body begins to decay.,Your body stops decaying.,SHD/78,Add Effect: Mottled Skeletal Form,Increase Mana by 25 per tick,5,6,Unresistable
15181,Rotmarrow Spear,0.5,A rotten splintering spear penetrates your body.,'s body is rent by a rotten splintering spear.,,SHD/79,Decrease Hitpoints by 1377.,,409,45,Disease
15182,Rotmarrow Spear Rk. II,0.5,A rotten splintering spear penetrates your body.,'s body is rent by a rotten splintering spear.,,SHD/79,Decrease Hitpoints by 1565.,,448,45,Disease
15183,Rotmarrow Spear Rk. III,0.5,A rotten splintering spear penetrates your body.,'s body is rent by a rotten splintering spear.,,SHD/79,Decrease Hitpoints by 1690.,,472,45,Disease
15184,Revile,3,Your voice echoes with spiteful hatred.,'s voice echoes with spiteful hatred.,The voice of spiteful hatred fades.,SHD/79,Increase Hate by 1 ,,180,30,Unresistable
15185,Revile Rk. II,3,Your voice echoes with spiteful hatred.,'s voice echoes with spiteful hatred.,The voice of spiteful hatred fades.,SHD/79,Increase Hate by 1 ,,180,30,Unresistable
15186,Revile Rk. III,3,Your voice echoes with spiteful hatred.,'s voice echoes with spiteful hatred.,The voice of spiteful hatred fades.,SHD/79,Increase Hate by 1 ,,180,30,Unresistable
15187,Drape of Corruption,4,You are surrounded in corrupted shadows.,'s body is surrounded in corrupted shadows.,The corrupted shadows fade.,SHD/79,Stacking: Block new spell if slot 3 is effect 'AC' and < 1220,Stacking: Block new spell if slot 6 is effect 'Damage Shield' and < 1019,417,1.5,Cold
15188,Drape of Corruption Rk. II,4,You are surrounded in corrupted shadows.,'s body is surrounded in corrupted shadows.,The corrupted shadows fade.,SHD/79,Stacking: Block new spell if slot 3 is effect 'AC' and < 1251,Stacking: Block new spell if slot 6 is effect 'Damage Shield' and < 1021,476,1.5,Cold
15189,Drape of Corruption Rk. III,4,You are surrounded in corrupted shadows.,'s body is surrounded in corrupted shadows.,The corrupted shadows fade.,SHD/79,Stacking: Block new spell if slot 3 is effect 'AC' and < 1268,Stacking: Block new spell if slot 6 is effect 'Damage Shield' and < 1023,507,1.5,Cold
